chrom1	start1	end1	chrom2	start2	end2	contacts
chr1	491887	491888	chr1	491359	491360	1
chr1	491887	491888	chr1	491080	491081	2
chr1	491257	491258	chr1	491217	491218	13
chr1	491359	491360	chr1	491217	491218	6
chr1	491080	491081	chr1	491257	491258	7
chr1	491217	491218	chr1	491257	491258	13
chr1	491256	491257	chr1	491257	491258	2
chr1	491080	491081	chr1	491081	491082	37
chr1	491080	491081	chr1	491359	491360	2
chr1	491217	491218	chr1	491359	491360	6
chr1	491256	491257	chr1	491359	491360	2
chr1	491358	491359	chr1	491359	491360	22
chr1	491257	491258	chr1	491256	491257	2
chr1	491359	491360	chr1	491256	491257	2
chr1	491081	491082	chr1	491080	491081	37
chr1	491257	491258	chr1	491080	491081	7
chr1	491359	491360	chr1	491080	491081	2
chr1	491359	491360	chr1	491358	491359	22
chr1	491359	491360	chr1	490535	490536	1
chr1	491887	491888	chr1	490082	490083	2
chr1	491080	491081	chr1	490367	490368	1
chr1	491217	491218	chr1	490367	490368	2
chr1	491359	491360	chr1	490367	490368	1
chr1	491886	491887	chr1	490367	490368	2
chr1	491080	491081	chr1	490081	490082	2
chr1	491256	491257	chr1	490536	490537	1
chr1	491886	491887	chr1	490536	490537	1
chr1	491887	491888	chr1	490536	490537	2
chr1	490536	490537	chr1	490535	490536	39
chr1	490081	490082	chr1	490082	490083	10
chr1	490367	490368	chr1	490082	490083	1
chr1	490081	490082	chr1	490367	490368	1
chr1	490082	490083	chr1	490367	490368	1
chr1	490366	490367	chr1	490367	490368	37
chr1	490082	490083	chr1	490081	490082	10
chr1	490367	490368	chr1	490081	490082	1
chr1	490536	490537	chr1	490081	490082	2
chr1	490367	490368	chr1	490366	490367	37
chr1	490081	490082	chr1	490536	490537	2
chr1	490535	490536	chr1	490536	490537	39
chr1	490082	490083	chr1	489459	489460	1
chr1	491359	491360	chr1	489459	489460	1
chr1	491886	491887	chr1	489459	489460	1
chr1	492387	492388	chr1	489459	489460	1
chr1	493373	493374	chr1	488177	488178	3
chr1	492162	492163	chr1	486986	486987	1
chr1	492163	492164	chr1	486986	486987	1
chr1	492387	492388	chr1	486986	486987	1
chr1	492388	492389	chr1	486986	486987	1
chr1	492041	492042	chr1	486985	486986	2
chr1	493171	493172	chr1	486985	486986	1
chr1	493373	493374	chr1	486985	486986	2
chr1	493373	493374	chr1	488178	488179	1
chr1	490367	490368	chr1	488177	488178	1
chr1	490535	490536	chr1	488177	488178	1
chr1	491080	491081	chr1	488177	488178	1
chr1	491217	491218	chr1	488177	488178	1
chr1	491359	491360	chr1	488177	488178	4
chr1	491886	491887	chr1	488177	488178	2
chr1	491886	491887	chr1	486986	486987	1
chr1	490081	490082	chr1	486985	486986	2
chr1	490366	490367	chr1	486985	486986	3
chr1	491359	491360	chr1	486985	486986	1
chr1	491887	491888	chr1	486985	486986	3
chr1	491081	491082	chr1	488178	488179	2
chr1	491359	491360	chr1	488178	488179	3
chr1	491886	491887	chr1	488178	488179	2
chr1	491887	491888	chr1	488178	488179	1
chr1	486985	486986	chr1	488177	488178	1
chr1	488178	488179	chr1	488177	488178	3
chr1	486985	486986	chr1	486986	486987	11
chr1	486986	486987	chr1	486985	486986	11
chr1	488177	488178	chr1	486985	486986	1
chr1	488178	488179	chr1	486985	486986	2
chr1	489460	489461	chr1	486985	486986	1
chr1	486985	486986	chr1	489460	489461	1
chr1	489459	489460	chr1	489460	489461	1
chr1	486985	486986	chr1	488178	488179	2
chr1	488177	488178	chr1	488178	488179	3
chr1	489460	489461	chr1	489459	489460	1
chr1	486986	486987	chr1	485478	485479	1
chr1	488177	488178	chr1	485478	485479	4
chr1	488177	488178	chr1	483938	483939	2
chr1	489460	489461	chr1	486010	486011	1
chr1	488178	488179	chr1	485724	485725	1
chr1	489460	489461	chr1	484073	484074	1
chr1	488177	488178	chr1	486009	486010	1
chr1	486986	486987	chr1	485841	485842	1
chr1	489459	489460	chr1	485841	485842	1
chr1	489459	489460	chr1	483480	483481	1
chr1	488178	488179	chr1	483340	483341	1
chr1	489460	489461	chr1	483340	483341	1
chr1	490366	490367	chr1	485478	485479	1
chr1	490535	490536	chr1	485478	485479	1
chr1	491217	491218	chr1	485478	485479	1
chr1	491257	491258	chr1	485478	485479	1
chr1	491359	491360	chr1	485478	485479	1
chr1	490535	490536	chr1	485531	485532	1
chr1	491217	491218	chr1	485531	485532	1
chr1	490535	490536	chr1	486010	486011	2
chr1	491080	491081	chr1	486010	486011	2
chr1	491257	491258	chr1	486010	486011	2
chr1	490366	490367	chr1	486009	486010	1
chr1	491886	491887	chr1	485723	485724	1
chr1	491359	491360	chr1	485841	485842	2
chr1	493373	493374	chr1	486010	486011	2
chr1	492163	492164	chr1	485841	485842	2
chr1	492388	492389	chr1	483938	483939	1
chr1	492040	492041	chr1	484074	484075	1
chr1	492040	492041	chr1	483480	483481	1
chr1	492388	492389	chr1	483479	483480	1
chr1	493171	493172	chr1	483479	483480	2
chr1	491080	491081	chr1	483938	483939	1
chr1	491217	491218	chr1	483938	483939	2
chr1	491359	491360	chr1	483938	483939	1
chr1	490082	490083	chr1	484074	484075	2
chr1	490536	490537	chr1	484073	484074	1
chr1	490535	490536	chr1	483341	483342	2
chr1	491080	491081	chr1	483341	483342	1
chr1	491359	491360	chr1	483341	483342	1
chr1	491217	491218	chr1	483480	483481	1
chr1	490366	490367	chr1	483340	483341	1
chr1	490535	490536	chr1	481164	481165	1
chr1	490081	490082	chr1	480986	480987	1
chr1	490081	490082	chr1	482212	482213	1
chr1	490082	490083	chr1	482212	482213	1
chr1	490082	490083	chr1	482211	482212	1
chr1	491887	491888	chr1	482211	482212	1
chr1	490081	490082	chr1	481952	481953	1
chr1	490367	490368	chr1	481952	481953	1
chr1	491080	491081	chr1	481952	481953	1
chr1	490081	490082	chr1	481951	481952	2
chr1	491886	491887	chr1	481951	481952	1
chr1	493172	493173	chr1	481164	481165	1
chr1	493373	493374	chr1	482211	482212	3
chr1	492040	492041	chr1	481951	481952	1
chr1	492041	492042	chr1	480223	480224	1
chr1	493171	493172	chr1	480223	480224	1
chr1	493372	493373	chr1	480077	480078	1
chr1	493373	493374	chr1	480077	480078	1
chr1	491080	491081	chr1	480399	480400	1
chr1	491217	491218	chr1	480399	480400	1
chr1	490366	490367	chr1	480223	480224	1
chr1	490367	490368	chr1	480223	480224	2
chr1	490536	490537	chr1	480223	480224	1
chr1	490367	490368	chr1	480398	480399	1
chr1	490367	490368	chr1	480222	480223	1
chr1	491081	491082	chr1	480222	480223	1
chr1	491887	491888	chr1	480222	480223	3
chr1	490536	490537	chr1	480078	480079	1
chr1	490081	490082	chr1	480077	480078	1
chr1	491359	491360	chr1	480077	480078	2
chr1	491887	491888	chr1	480077	480078	1
chr1	488177	488178	chr1	480399	480400	1
chr1	488177	488178	chr1	480223	480224	1
chr1	488178	488179	chr1	480986	480987	1
chr1	488177	488178	chr1	482212	482213	1
chr1	488177	488178	chr1	481951	481952	1
chr1	488178	488179	chr1	481951	481952	1
chr1	489460	489461	chr1	480077	480078	1
chr1	480223	480224	chr1	485478	485479	1
chr1	480223	480224	chr1	485532	485533	1
chr1	480078	480079	chr1	485531	485532	1
chr1	480223	480224	chr1	486010	486011	1
chr1	480077	480078	chr1	485724	485725	1
chr1	480223	480224	chr1	485841	485842	1
chr1	480399	480400	chr1	485840	485841	1
chr1	481951	481952	chr1	485478	485479	1
chr1	481952	481953	chr1	485478	485479	1
chr1	482211	482212	chr1	485478	485479	1
chr1	481951	481952	chr1	486010	486011	1
chr1	481952	481953	chr1	486010	486011	1
chr1	482212	482213	chr1	486010	486011	2
chr1	481951	481952	chr1	483938	483939	2
chr1	481952	481953	chr1	483938	483939	2
chr1	480986	480987	chr1	483480	483481	1
chr1	481952	481953	chr1	483480	483481	1
chr1	482212	482213	chr1	483480	483481	2
chr1	480222	480223	chr1	483938	483939	1
chr1	480398	480399	chr1	483938	483939	1
chr1	480399	480400	chr1	483938	483939	3
chr1	480223	480224	chr1	484074	484075	1
chr1	480222	480223	chr1	483480	483481	1
chr1	480399	480400	chr1	483480	483481	1
chr1	480398	480399	chr1	483340	483341	1
chr1	483938	483939	chr1	485478	485479	1
chr1	483480	483481	chr1	486010	486011	1
chr1	483341	483342	chr1	486009	486010	1
chr1	483938	483939	chr1	486009	486010	1
chr1	483938	483939	chr1	485841	485842	1
chr1	483341	483342	chr1	485840	485841	1
chr1	483341	483342	chr1	485479	485480	1
chr1	483938	483939	chr1	485479	485480	1
chr1	485479	485480	chr1	485478	485479	23
chr1	485532	485533	chr1	485478	485479	1
chr1	486010	486011	chr1	485478	485479	1
chr1	485478	485479	chr1	485532	485533	1
chr1	485478	485479	chr1	486010	486011	1
chr1	485724	485725	chr1	486010	486011	1
chr1	485840	485841	chr1	486010	486011	4
chr1	486009	486010	chr1	486010	486011	12
chr1	485723	485724	chr1	485724	485725	3
chr1	486010	486011	chr1	485724	485725	1
chr1	486010	486011	chr1	486009	486010	12
chr1	485724	485725	chr1	485723	485724	3
chr1	485840	485841	chr1	485841	485842	32
chr1	485841	485842	chr1	485840	485841	32
chr1	486010	486011	chr1	485840	485841	4
chr1	485478	485479	chr1	485479	485480	23
chr1	485478	485479	chr1	483938	483939	1
chr1	485479	485480	chr1	483938	483939	1
chr1	485841	485842	chr1	483938	483939	1
chr1	486009	486010	chr1	483938	483939	1
chr1	485479	485480	chr1	483341	483342	1
chr1	485840	485841	chr1	483341	483342	1
chr1	486009	486010	chr1	483341	483342	1
chr1	486010	486011	chr1	483480	483481	1
chr1	483479	483480	chr1	483939	483940	1
chr1	483938	483939	chr1	483939	483940	21
chr1	483939	483940	chr1	483938	483939	21
chr1	484074	484075	chr1	483938	483939	1
chr1	483480	483481	chr1	484074	484075	1
chr1	483938	483939	chr1	484074	484075	1
chr1	484073	484074	chr1	484074	484075	15
chr1	484074	484075	chr1	484073	484074	15
chr1	483340	483341	chr1	483341	483342	43
chr1	483479	483480	chr1	483480	483481	44
chr1	484074	484075	chr1	483480	483481	1
chr1	483341	483342	chr1	483340	483341	43
chr1	483480	483481	chr1	483479	483480	44
chr1	483939	483940	chr1	483479	483480	1
chr1	483480	483481	chr1	480986	480987	1
chr1	483480	483481	chr1	482212	482213	2
chr1	483480	483481	chr1	481952	481953	1
chr1	483938	483939	chr1	481952	481953	2
chr1	483938	483939	chr1	481951	481952	2
chr1	486010	486011	chr1	482212	482213	2
chr1	485478	485479	chr1	482211	482212	1
chr1	485478	485479	chr1	481952	481953	1
chr1	486010	486011	chr1	481952	481953	1
chr1	485478	485479	chr1	481951	481952	1
chr1	486010	486011	chr1	481951	481952	1
chr1	485840	485841	chr1	480399	480400	1
chr1	485478	485479	chr1	480223	480224	1
chr1	485532	485533	chr1	480223	480224	1
chr1	485841	485842	chr1	480223	480224	1
chr1	486010	486011	chr1	480223	480224	1
chr1	485531	485532	chr1	480078	480079	1
chr1	485724	485725	chr1	480077	480078	1
chr1	483480	483481	chr1	480399	480400	1
chr1	483938	483939	chr1	480399	480400	3
chr1	484074	484075	chr1	480223	480224	1
chr1	483340	483341	chr1	480398	480399	1
chr1	483938	483939	chr1	480398	480399	1
chr1	483480	483481	chr1	480222	480223	1
chr1	483938	483939	chr1	480222	480223	1
chr1	480077	480078	chr1	481164	481165	1
chr1	480078	480079	chr1	481164	481165	1
chr1	480223	480224	chr1	480986	480987	2
chr1	480222	480223	chr1	482212	482213	1
chr1	480077	480078	chr1	481952	481953	1
chr1	480398	480399	chr1	481952	481953	1
chr1	480986	480987	chr1	481164	481165	1
chr1	481952	481953	chr1	481164	481165	1
chr1	481164	481165	chr1	480986	480987	1
chr1	481951	481952	chr1	480986	480987	1
chr1	482211	482212	chr1	482212	482213	4
chr1	482212	482213	chr1	482211	482212	4
chr1	481164	481165	chr1	481952	481953	1
chr1	481951	481952	chr1	481952	481953	15
chr1	480986	480987	chr1	481951	481952	1
chr1	481952	481953	chr1	481951	481952	15
chr1	480986	480987	chr1	480223	480224	2
chr1	481952	481953	chr1	480398	480399	1
chr1	482212	482213	chr1	480222	480223	1
chr1	481164	481165	chr1	480078	480079	1
chr1	481164	481165	chr1	480077	480078	1
chr1	481952	481953	chr1	480077	480078	1
chr1	480222	480223	chr1	480399	480400	9
chr1	480398	480399	chr1	480399	480400	47
chr1	480077	480078	chr1	480223	480224	3
chr1	480222	480223	chr1	480223	480224	51
chr1	480399	480400	chr1	480398	480399	47
chr1	480223	480224	chr1	480222	480223	51
chr1	480399	480400	chr1	480222	480223	9
chr1	480077	480078	chr1	480078	480079	47
chr1	480078	480079	chr1	480077	480078	47
chr1	480223	480224	chr1	480077	480078	3
chr1	482211	482212	chr1	476620	476621	2
chr1	480399	480400	chr1	476325	476326	1
chr1	481952	481953	chr1	476324	476325	1
chr1	480398	480399	chr1	475641	475642	1
chr1	481951	481952	chr1	476166	476167	1
chr1	480078	480079	chr1	476165	476166	1
chr1	482212	482213	chr1	476165	476166	1
chr1	481952	481953	chr1	477519	477520	1
chr1	480222	480223	chr1	478137	478138	1
chr1	480078	480079	chr1	478136	478137	3
chr1	480986	480987	chr1	476621	476622	1
chr1	481164	481165	chr1	476621	476622	1
chr1	482211	482212	chr1	476621	476622	3
chr1	485478	485479	chr1	476620	476621	2
chr1	486010	486011	chr1	475642	475643	1
chr1	484074	484075	chr1	476324	476325	1
chr1	485841	485842	chr1	476324	476325	2
chr1	483340	483341	chr1	476166	476167	1
chr1	483939	483940	chr1	476166	476167	1
chr1	484074	484075	chr1	476166	476167	2
chr1	483340	483341	chr1	477519	477520	3
chr1	485531	485532	chr1	477519	477520	1
chr1	483340	483341	chr1	478137	478138	2
chr1	484074	484075	chr1	478137	478138	2
chr1	486009	486010	chr1	478137	478138	1
chr1	483479	483480	chr1	477518	477519	1
chr1	483480	483481	chr1	477518	477519	1
chr1	483340	483341	chr1	476621	476622	1
chr1	483341	483342	chr1	476621	476622	1
chr1	485531	485532	chr1	476621	476622	1
chr1	486010	486011	chr1	476621	476622	2
chr1	483480	483481	chr1	473456	473457	2
chr1	485478	485479	chr1	472460	472461	1
chr1	485478	485479	chr1	472459	472460	1
chr1	483479	483480	chr1	474042	474043	2
chr1	486010	486011	chr1	474042	474043	1
chr1	483939	483940	chr1	472917	472918	1
chr1	486010	486011	chr1	472917	472918	2
chr1	480399	480400	chr1	473456	473457	1
chr1	480078	480079	chr1	471935	471936	1
chr1	480077	480078	chr1	472460	472461	1
chr1	480222	480223	chr1	472460	472461	1
chr1	480986	480987	chr1	472460	472461	5
chr1	481952	481953	chr1	473455	473456	1
chr1	480077	480078	chr1	471934	471935	1
chr1	482212	482213	chr1	472918	472919	1
chr1	480078	480079	chr1	472917	472918	3
chr1	480986	480987	chr1	472917	472918	2
chr1	488177	488178	chr1	477519	477520	1
chr1	488178	488179	chr1	477519	477520	1
chr1	489459	489460	chr1	476621	476622	2
chr1	491081	491082	chr1	477519	477520	1
chr1	491257	491258	chr1	477519	477520	1
chr1	491358	491359	chr1	477519	477520	2
chr1	491886	491887	chr1	477519	477520	1
chr1	490082	490083	chr1	478137	478138	1
chr1	491080	491081	chr1	477518	477519	2
chr1	491886	491887	chr1	477518	477519	1
chr1	491080	491081	chr1	478136	478137	1
chr1	491217	491218	chr1	478136	478137	2
chr1	493171	493172	chr1	477519	477520	1
chr1	493172	493173	chr1	477519	477520	2
chr1	492388	492389	chr1	476325	476326	2
chr1	492040	492041	chr1	475641	475642	1
chr1	493373	493374	chr1	476166	476167	1
chr1	492388	492389	chr1	476165	476166	1
chr1	491217	491218	chr1	476620	476621	2
chr1	490535	490536	chr1	476325	476326	2
chr1	491080	491081	chr1	476325	476326	1
chr1	491359	491360	chr1	476325	476326	1
chr1	491886	491887	chr1	476325	476326	1
chr1	490081	490082	chr1	475642	475643	1
chr1	491359	491360	chr1	475641	475642	1
chr1	491887	491888	chr1	473456	473457	2
chr1	490535	490536	chr1	473455	473456	2
chr1	493171	493172	chr1	472459	472460	2
chr1	490082	490083	chr1	474042	474043	2
chr1	491359	491360	chr1	474042	474043	1
chr1	490367	490368	chr1	472918	472919	1
chr1	490536	490537	chr1	472918	472919	1
chr1	491359	491360	chr1	472917	472918	2
chr1	492388	492389	chr1	472917	472918	1
chr1	489459	489460	chr1	473983	473984	1
chr1	486986	486987	chr1	473982	473983	1
chr1	488178	488179	chr1	473456	473457	2
chr1	488178	488179	chr1	473455	473456	2
chr1	488177	488178	chr1	472918	472919	1
chr1	489460	489461	chr1	472918	472919	1
chr1	488178	488179	chr1	474041	474042	1
chr1	486985	486986	chr1	468388	468389	5
chr1	488178	488179	chr1	471076	471077	2
chr1	488177	488178	chr1	469436	469437	1
chr1	486986	486987	chr1	470540	470541	1
chr1	489460	489461	chr1	468613	468614	1
chr1	486985	486986	chr1	468115	468116	2
chr1	490082	490083	chr1	469847	469848	1
chr1	493171	493172	chr1	469847	469848	1
chr1	491886	491887	chr1	468389	468390	1
chr1	490366	490367	chr1	468388	468389	1
chr1	492041	492042	chr1	468388	468389	1
chr1	490366	490367	chr1	471077	471078	1
chr1	492162	492163	chr1	468293	468294	1
chr1	490535	490536	chr1	471076	471077	1
chr1	491257	491258	chr1	468292	468293	2
chr1	491359	491360	chr1	468292	468293	1
chr1	490536	490537	chr1	469436	469437	1
chr1	491080	491081	chr1	469436	469437	1
chr1	491080	491081	chr1	470862	470863	2
chr1	491257	491258	chr1	470540	470541	2
chr1	491358	491359	chr1	470540	470541	1
chr1	493171	493172	chr1	470540	470541	1
chr1	491080	491081	chr1	468613	468614	1
chr1	493373	493374	chr1	468613	468614	2
chr1	490367	490368	chr1	464352	464353	1
chr1	490536	490537	chr1	464352	464353	1
chr1	490536	490537	chr1	466656	466657	1
chr1	493372	493373	chr1	466656	466657	1
chr1	491359	491360	chr1	465208	465209	1
chr1	491217	491218	chr1	464351	464352	2
chr1	491887	491888	chr1	464351	464352	1
chr1	490536	490537	chr1	466655	466656	2
chr1	492041	492042	chr1	464351	464352	1
chr1	493373	493374	chr1	464351	464352	1
chr1	492041	492042	chr1	467152	467153	1
chr1	490082	490083	chr1	464765	464766	1
chr1	492040	492041	chr1	466064	466065	1
chr1	490366	490367	chr1	467123	467124	1
chr1	491887	491888	chr1	467123	467124	1
chr1	493172	493173	chr1	467123	467124	2
chr1	486985	486986	chr1	465208	465209	1
chr1	486985	486986	chr1	464351	464352	2
chr1	486985	486986	chr1	466064	466065	1
chr1	480399	480400	chr1	468388	468389	2
chr1	482211	482212	chr1	468388	468389	1
chr1	480399	480400	chr1	469437	469438	1
chr1	480399	480400	chr1	471076	471077	1
chr1	481951	481952	chr1	468292	468293	1
chr1	480223	480224	chr1	470862	470863	1
chr1	481164	481165	chr1	470862	470863	1
chr1	481951	481952	chr1	470862	470863	1
chr1	480223	480224	chr1	470540	470541	1
chr1	482212	482213	chr1	470540	470541	1
chr1	480222	480223	chr1	468613	468614	1
chr1	480222	480223	chr1	469848	469849	2
chr1	483938	483939	chr1	468612	468613	1
chr1	484074	484075	chr1	469847	469848	1
chr1	483480	483481	chr1	471077	471078	1
chr1	485840	485841	chr1	471077	471078	1
chr1	485841	485842	chr1	471077	471078	2
chr1	483340	483341	chr1	470541	470542	1
chr1	485724	485725	chr1	470540	470541	1
chr1	485840	485841	chr1	468116	468117	1
chr1	483480	483481	chr1	466656	466657	2
chr1	484074	484075	chr1	467151	467152	1
chr1	484074	484075	chr1	467123	467124	1
chr1	483340	483341	chr1	464764	464765	1
chr1	485479	485480	chr1	464870	464871	1
chr1	482212	482213	chr1	467152	467153	1
chr1	480222	480223	chr1	466065	466066	1
chr1	480986	480987	chr1	466065	466066	1
chr1	480222	480223	chr1	466064	466065	1
chr1	480222	480223	chr1	466580	466581	1
chr1	481164	481165	chr1	466580	466581	1
chr1	480223	480224	chr1	467123	467124	1
chr1	480399	480400	chr1	467123	467124	1
chr1	481952	481953	chr1	467123	467124	1
chr1	480222	480223	chr1	464870	464871	2
chr1	494333	494334	chr1	476325	476326	1
chr1	495176	495177	chr1	475642	475643	1
chr1	494972	494973	chr1	476166	476167	1
chr1	494332	494333	chr1	477519	477520	1
chr1	494545	494546	chr1	477519	477520	1
chr1	494973	494974	chr1	478137	478138	1
chr1	496635	496636	chr1	478137	478138	1
chr1	494333	494334	chr1	478136	478137	1
chr1	495205	495206	chr1	478136	478137	1
chr1	497175	497176	chr1	478136	478137	1
chr1	495521	495522	chr1	476621	476622	1
chr1	498756	498757	chr1	475641	475642	1
chr1	499293	499294	chr1	477519	477520	3
chr1	498417	498418	chr1	478137	478138	1
chr1	499292	499293	chr1	476621	476622	1
chr1	498006	498007	chr1	473982	473983	1
chr1	498206	498207	chr1	472460	472461	1
chr1	499293	499294	chr1	474042	474043	1
chr1	498206	498207	chr1	472918	472919	1
chr1	499292	499293	chr1	472918	472919	1
chr1	496635	496636	chr1	473455	473456	1
chr1	494101	494102	chr1	472918	472919	1
chr1	494333	494334	chr1	472917	472918	1
chr1	497420	497421	chr1	469847	469848	1
chr1	494423	494424	chr1	468507	468508	1
chr1	494102	494103	chr1	468516	468517	1
chr1	497176	497177	chr1	468516	468517	1
chr1	494332	494333	chr1	468388	468389	1
chr1	494545	494546	chr1	468293	468294	1
chr1	494544	494545	chr1	471076	471077	1
chr1	494102	494103	chr1	468292	468293	1
chr1	495521	495522	chr1	469436	469437	1
chr1	496635	496636	chr1	470863	470864	3
chr1	494207	494208	chr1	470540	470541	1
chr1	495175	495176	chr1	470540	470541	1
chr1	494333	494334	chr1	468613	468614	2
chr1	495521	495522	chr1	468115	468116	1
chr1	498207	498208	chr1	468388	468389	1
chr1	499292	499293	chr1	470541	470542	1
chr1	498755	498756	chr1	470540	470541	1
chr1	498756	498757	chr1	468613	468614	1
chr1	498756	498757	chr1	469848	469849	1
chr1	499293	499294	chr1	465209	465210	2
chr1	499292	499293	chr1	464352	464353	2
chr1	498206	498207	chr1	467123	467124	1
chr1	498005	498006	chr1	464870	464871	1
chr1	494101	494102	chr1	466656	466657	1
chr1	495009	495010	chr1	464351	464352	1
chr1	497420	497421	chr1	464351	464352	1
chr1	495010	495011	chr1	467152	467153	1
chr1	496635	496636	chr1	467152	467153	1
chr1	494208	494209	chr1	466065	466066	2
chr1	495205	495206	chr1	466064	466065	2
chr1	494101	494102	chr1	464764	464765	1
chr1	494545	494546	chr1	464764	464765	2
chr1	497420	497421	chr1	458732	458733	1
chr1	496635	496636	chr1	456776	456777	1
chr1	498206	498207	chr1	462821	462822	1
chr1	496810	496811	chr1	457053	457054	1
chr1	498756	498757	chr1	461245	461246	1
chr1	494972	494973	chr1	463585	463586	2
chr1	494545	494546	chr1	462607	462608	1
chr1	495205	495206	chr1	462607	462608	1
chr1	498480	498481	chr1	462607	462608	1
chr1	494545	494546	chr1	457243	457244	2
chr1	499292	499293	chr1	457243	457244	1
chr1	498480	498481	chr1	457288	457289	1
chr1	498207	498208	chr1	457242	457243	1
chr1	494207	494208	chr1	462523	462524	1
chr1	495010	495011	chr1	462523	462524	1
chr1	497176	497177	chr1	462523	462524	2
chr1	494972	494973	chr1	460891	460892	1
chr1	495175	495176	chr1	458733	458734	2
chr1	496811	496812	chr1	458733	458734	1
chr1	495175	495176	chr1	455994	455995	1
chr1	497175	497176	chr1	451847	451848	1
chr1	494545	494546	chr1	452004	452005	1
chr1	499292	499293	chr1	452004	452005	1
chr1	494423	494424	chr1	455993	455994	1
chr1	495010	495011	chr1	452445	452446	2
chr1	494422	494423	chr1	449798	449799	1
chr1	498480	498481	chr1	449797	449798	1
chr1	495205	495206	chr1	450986	450987	1
chr1	494545	494546	chr1	450745	450746	1
chr1	495175	495176	chr1	450745	450746	1
chr1	496635	496636	chr1	450745	450746	1
chr1	496636	496637	chr1	451848	451849	2
chr1	498005	498006	chr1	453775	453776	1
chr1	494972	494973	chr1	454115	454116	1
chr1	480222	480223	chr1	461245	461246	1
chr1	480077	480078	chr1	463585	463586	1
chr1	480077	480078	chr1	462607	462608	1
chr1	481164	481165	chr1	463584	463585	1
chr1	482211	482212	chr1	463584	463585	1
chr1	482212	482213	chr1	460939	460940	1
chr1	483480	483481	chr1	463790	463791	2
chr1	484073	484074	chr1	463790	463791	1
chr1	483939	483940	chr1	462821	462822	1
chr1	485479	485480	chr1	463789	463790	1
chr1	486010	486011	chr1	463789	463790	1
chr1	483340	483341	chr1	461245	461246	1
chr1	486009	486010	chr1	461244	461245	1
chr1	485478	485479	chr1	462607	462608	1
chr1	485841	485842	chr1	463584	463585	2
chr1	484073	484074	chr1	462606	462607	1
chr1	483341	483342	chr1	457181	457182	1
chr1	484074	484075	chr1	457053	457054	1
chr1	484074	484075	chr1	457243	457244	2
chr1	484074	484075	chr1	458074	458075	1
chr1	485841	485842	chr1	457242	457243	1
chr1	483939	483940	chr1	458733	458734	1
chr1	480222	480223	chr1	458732	458733	1
chr1	480077	480078	chr1	456776	456777	1
chr1	481164	481165	chr1	457288	457289	1
chr1	480223	480224	chr1	457287	457288	1
chr1	481951	481952	chr1	459610	459611	1
chr1	480399	480400	chr1	458733	458734	1
chr1	493373	493374	chr1	462953	462954	1
chr1	490081	490082	chr1	456776	456777	1
chr1	491359	491360	chr1	457182	457183	1
chr1	493372	493373	chr1	457181	457182	1
chr1	491080	491081	chr1	462821	462822	1
chr1	491359	491360	chr1	461245	461246	1
chr1	490535	490536	chr1	463585	463586	1
chr1	491256	491257	chr1	463585	463586	1
chr1	490366	490367	chr1	461244	461245	1
chr1	490367	490368	chr1	461244	461245	1
chr1	489459	489460	chr1	460940	460941	1
chr1	486985	486986	chr1	462737	462738	1
chr1	491886	491887	chr1	463584	463585	1
chr1	492387	492388	chr1	463584	463585	1
chr1	491358	491359	chr1	458074	458075	2
chr1	486985	486986	chr1	462524	462525	1
chr1	490536	490537	chr1	462524	462525	1
chr1	492387	492388	chr1	462524	462525	1
chr1	489459	489460	chr1	462606	462607	1
chr1	488178	488179	chr1	462523	462524	2
chr1	488178	488179	chr1	452004	452005	1
chr1	488177	488178	chr1	449798	449799	2
chr1	491887	491888	chr1	449798	449799	1
chr1	493373	493374	chr1	454396	454397	1
chr1	492163	492164	chr1	450765	450766	1
chr1	491886	491887	chr1	450986	450987	1
chr1	489459	489460	chr1	449270	449271	1
chr1	492163	492164	chr1	450745	450746	1
chr1	489460	489461	chr1	453316	453317	1
chr1	483340	483341	chr1	455994	455995	1
chr1	480986	480987	chr1	451847	451848	1
chr1	483938	483939	chr1	452003	452004	1
chr1	485478	485479	chr1	452003	452004	1
chr1	483480	483481	chr1	449798	449799	1
chr1	481164	481165	chr1	454396	454397	2
chr1	486010	486011	chr1	450745	450746	2
chr1	480986	480987	chr1	450310	450311	1
chr1	485841	485842	chr1	453315	453316	1
chr1	480222	480223	chr1	449969	449970	1
chr1	481952	481953	chr1	451848	451849	1
chr1	483480	483481	chr1	453775	453776	1
chr1	484074	484075	chr1	453775	453776	1
chr1	449797	449798	chr1	476620	476621	1
chr1	449271	449272	chr1	476325	476326	1
chr1	449271	449272	chr1	475641	475642	1
chr1	450986	450987	chr1	475641	475642	1
chr1	449797	449798	chr1	476166	476167	1
chr1	453775	453776	chr1	476165	476166	1
chr1	450814	450815	chr1	473456	473457	1
chr1	450987	450988	chr1	478137	478138	1
chr1	455994	455995	chr1	478137	478138	1
chr1	451848	451849	chr1	472460	472461	1
chr1	452446	452447	chr1	473455	473456	1
chr1	455993	455994	chr1	473455	473456	1
chr1	454116	454117	chr1	478136	478137	1
chr1	449271	449272	chr1	471934	471935	1
chr1	453316	453317	chr1	472459	472460	4
chr1	449271	449272	chr1	472918	472919	1
chr1	449969	449970	chr1	476621	476622	1
chr1	449970	449971	chr1	472917	472918	1
chr1	453316	453317	chr1	472917	472918	1
chr1	453775	453776	chr1	472917	472918	1
chr1	456775	456776	chr1	476620	476621	1
